DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4
02M416,Eleanor Roosevelt High School,Students with Disabilities,2017-18,78,26,23,16,13,23,29.5%,55,70.5%,s,s,s,s,24,30.8%,s,s,47,60.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,24,s,s,s,s,11,45.8%,9,37.5%,20,83.3%,19,s,s,8,42.1%,s,s,6,31.6%,s,s
02M418,Millennium High School,All Students,2017-18,666,174,178,141,173,416,62.5%,250,37.5%,300,45.0%,36,5.4%,88,13.2%,33,5.0%,209,31.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,156,s,s,s,s,61,39.1%,87,55.8%,148,94.9%,95,s,s,s,s,41,43.2%,30,31.6%,71,74.7%
02M418,Millennium High School,English Language Learners,2017-18,6,No Data,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M418,Millennium High School,Enrolled over the Counter,2017-18,s,No Data,s,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M418,Millennium High School,Receive free or reduced price lunch,2017-18,310,93,75,73,69,193,62.3%,117,37.7%,229,73.9%,17,5.5%,36,11.6%,10,3.2%,18,5.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,84,s,s,s,s,34,40.5%,47,56.0%,81,96.4%,55,s,s,s,s,24,43.6%,22,40.0%,46,83.6%
02M418,Millennium High School,Students in temporary housing,2017-18,27,s,s,10,s,21,77.8%,6,22.2%,25,92.6%,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M418,Millennium High School,Students with Disabilities,2017-18,81,21,24,13,23,31,38.3%,50,61.7%,22,27.2%,s,s,19,23.5%,s,s,27,33.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,18,s,s,6,33.3%,10,55.6%,s,s,s,s,16,s,s,10,62.5%,s,s,s,s,s,s
02M419,Landmark High School,All Students,2017-18,348,81,94,100,73,189,54.3%,159,45.7%,11,3.2%,116,33.3%,206,59.2%,6,1.7%,9,2.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,59,s,s,30,50.8%,s,s,s,s,s,s,58,31,53.4%,24,41.4%,s,s,s,s,s,s
02M419,Landmark High School,English Language Learners,2017-18,23,s,11,7,s,11,47.8%,12,52.2%,s,s,s,s,17,73.9%,s,s,s,s,17,73.9%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M419,Landmark High School,Enrolled over the Counter,2017-18,7,s,s,s,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M419,Landmark High School,Receive free or reduced price lunch,2017-18,307,75,79,90,63,164,53.4%,143,46.6%,8,2.6%,104,33.9%,185,60.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,53,12,22.6%,27,50.9%,s,s,s,s,s,s,52,28,53.8%,21,40.4%,s,s,s,s,s,s
02M420,High School for Health Professions and Human Servi,All Students,2017-18,1819,515,529,401,374,1294,71.1%,525,28.9%,386,21.2%,292,16.1%,972,53.4%,32,1.8%,137,7.5%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,428,45,10.5%,120,28.0%,175,40.9%,88,20.6%,263,61.4%,332,88,26.5%,118,35.5%,98,29.5%,28,8.4%,126,38.0%
02M420,High School for Health Professions and Human Servi,English Language Learners,2017-18,99,41,37,s,s,57,57.6%,42,42.4%,20,20.2%,s,s,70,70.7%,s,s,6,6.1%,71,71.7%,s,s,13,13.1%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,27,18,66.7%,9,33.3%,s,s,s,s,s,s,27,17,63.0%,6,22.2%,s,s,s,s,s,s
02M420,High School for Health Professions and Human Servi,Enrolled over the Counter,2017-18,32,13,9,s,s,18,56.3%,14,43.8%,s,s,8,25.0%,14,43.8%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M420,High School for Health Professions and Human Servi,Receive free or reduced price lunch,2017-18,1281,372,370,288,251,897,70.0%,384,30.0%,272,21.2%,192,15.0%,731,57.1%,19,1.5%,67,5.2%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,306,39,12.7%,90,29.4%,114,37.3%,63,20.6%,177,57.8%,246,76,30.9%,82,33.3%,71,28.9%,17,6.9%,88,35.8%
02M420,High School for Health Professions and Human Servi,Students in temporary housing,2017-18,109,33,32,29,15,73,67.0%,36,33.0%,31,28.4%,26,23.9%,46,42.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,28,s,s,8,28.6%,9,32.1%,s,s,s,s,28,11,39.3%,8,28.6%,s,s,s,s,s,s
02M420,High School for Health Professions and Human Servi,Students with Disabilities,2017-18,237,104,70,42,21,128,54.0%,109,46.0%,18,7.6%,49,20.7%,156,65.8%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,67,24,35.8%,34,50.7%,s,s,s,s,s,s,61,39,63.9%,19,31.1%,s,s,s,s,s,s
02M422,Quest to Learn,All Students,2017-18,364,103,117,79,65,124,34.1%,240,65.9%,34,9.3%,79,21.7%,156,42.9%,13,3.6%,82,22.5%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,85,s,s,41,48.2%,25,29.4%,s,s,s,s,76,34,44.7%,31,40.8%,s,s,s,s,s,s
02M422,Quest to Learn,English Language Learners,2017-18,13,s,s,s,No Data,s,s,s,s,s,s,s,s,9,69.2%,s,s,s,s,10,76.9%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M422,Quest to Learn,Enrolled over the Counter,2017-18,20,8,s,7,s,9,45.0%,11,55.0%,s,s,s,s,8,40.0%,s,s,6,30.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M422,Quest to Learn,Receive free or reduced price lunch,2017-18,235,69,89,44,33,95,40.4%,140,59.6%,20,8.5%,57,24.3%,121,51.5%,8,3.4%,29,12.3%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,61,s,s,33,54.1%,17,27.9%,s,s,s,s,58,26,44.8%,25,43.1%,s,s,s,s,s,s
02M422,Quest to Learn,Students in temporary housing,2017-18,36,7,12,6,11,17,47.2%,19,52.8%,s,s,14,38.9%,16,44.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,7,s,s,s,s,s,s,s,s,s,s,6,s,s,s,s,s,s,s,s,s,s
02M422,Quest to Learn,Students with Disabilities,2017-18,102,26,38,23,15,29,28.4%,73,71.6%,s,s,25,24.5%,42,41.2%,s,s,24,23.5%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,20,8,40.0%,8,40.0%,s,s,s,s,s,s,19,11,57.9%,7,36.8%,s,s,s,s,s,s
02M425,Leadership and Public Service High School,All Students,2017-18,523,137,139,150,97,294,56.2%,229,43.8%,39,7.5%,144,27.5%,313,59.8%,8,1.5%,19,3.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,89,18,20.2%,37,41.6%,26,29.2%,8,9.0%,34,38.2%,74,32,43.2%,30,40.5%,s,s,s,s,s,s
02M425,Leadership and Public Service High School,English Language Learners,2017-18,27,10,8,s,s,9,33.3%,18,66.7%,s,s,s,s,25,92.6%,s,s,s,s,26,96.3%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M425,Leadership and Public Service High School,Enrolled over the Counter,2017-18,35,15,11,s,s,17,48.6%,18,51.4%,s,s,16,45.7%,12,34.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,6,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M425,Leadership and Public Service High School,Receive free or reduced price lunch,2017-18,425,118,114,116,77,244,57.4%,181,42.6%,30,7.1%,111,26.1%,265,62.4%,6,1.4%,13,3.1%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,78,16,20.5%,34,43.6%,20,25.6%,8,10.3%,28,35.9%,67,30,44.8%,26,38.8%,s,s,s,s,s,s
02M425,Leadership and Public Service High School,Students in temporary housing,2017-18,51,16,16,13,6,23,45.1%,28,54.9%,6,11.8%,17,33.3%,25,49.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9,s,s,6,66.7%,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s
02M425,Leadership and Public Service High School,Students with Disabilities,2017-18,97,36,24,18,19,36,37.1%,61,62.9%,s,s,41,42.3%,54,55.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,19,13,68.4%,6,31.6%,s,s,s,s,s,s,18,17,94.4%,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,All Students,2017-18,269,71,80,62,56,124,46.1%,145,53.9%,s,s,10,3.7%,247,91.8%,s,s,8,3.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,14,87.5%,s,s,s,s,s,s,s,s,20,14,70.0%,s,s,s,s,s,s,s,s
09X252,Mott Hall Bronx High School,English Language Learners,2017-18,33,s,10,12,s,13,39.4%,20,60.6%,s,s,s,s,30,90.9%,s,s,s,s,31,93.9%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Enrolled over the Counter,2017-18,57,42,s,s,No Data,30,52.6%,27,47.4%,s,s,s,s,54,94.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Receive free or reduced price lunch,2017-18,245,59,75,57,54,113,46.1%,132,53.9%,s,s,9,3.7%,225,91.8%,s,s,7,2.9%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,14,87.5%,s,s,s,s,s,s,s,s,20,14,70.0%,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Students in temporary housing,2017-18,93,25,28,25,15,46,49.5%,47,50.5%,s,s,s,s,88,94.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,7,6,85.7%,s,s,s,s,s,s,s,s
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Students with Disabilities,2017-18,19,s,9,s,s,6,31.6%,13,68.4%,s,s,s,s,19,100.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M432,Murray Hill Academy,All Students,2017-18,317,105,114,58,40,161,50.8%,156,49.2%,24,7.6%,99,31.2%,168,53.0%,10,3.2%,16,5.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,70,19,27.1%,33,47.1%,12,17.1%,6,8.6%,18,25.7%,65,34,52.3%,23,35.4%,s,s,s,s,s,s
02M432,Murray Hill Academy,English Language Learners,2017-18,18,10,s,No Data,s,s,s,s,s,s,s,s,s,15,83.3%,s,s,s,s,15,83.3%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,7,s,s,s,s,s,s,s,s,s,s,8,s,s,s,s,s,s,s,s,s,s
02M432,Murray Hill Academy,Enrolled over the Counter,2017-18,17,6,9,s,s,8,47.1%,9,52.9%,s,s,9,52.9%,8,47.1%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M432,Murray Hill Academy,Receive free or reduced price lunch,2017-18,263,96,90,47,30,136,51.7%,127,48.3%,22,8.4%,82,31.2%,142,54.0%,7,2.7%,10,3.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,64,17,26.6%,30,46.9%,s,s,s,s,s,s,60,30,50.0%,22,36.7%,s,s,s,s,s,s
02M432,Murray Hill Academy,Students in temporary housing,2017-18,28,13,8,s,s,10,35.7%,18,64.3%,s,s,9,32.1%,17,60.7%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9,s,s,s,s,s,s,s,s,s,s,9,s,s,s,s,s,s,s,s,s,s
02M432,Murray Hill Academy,Students with Disabilities,2017-18,76,26,27,12,11,33,43.4%,43,56.6%,s,s,24,31.6%,45,59.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,12,75.0%,s,s,s,s,s,s,s,s,14,11,78.6%,s,s,s,s,s,s,s,s
02M437,Hudson High School of Learning Technologies,All Students,2017-18,476,121,128,118,109,153,32.1%,323,67.9%,31,6.5%,136,28.6%,277,58.2%,13,2.7%,19,4.0%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,106,s,s,40,37.7%,33,31.1%,s,s,s,s,88,47,53.4%,33,37.5%,s,s,s,s,s,s
02M437,Hudson High School of Learning Technologies,English Language Learners,2017-18,47,17,10,11,9,15,31.9%,32,68.1%,s,s,s,s,40,85.1%,s,s,s,s,39,83.0%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,13,10,76.9%,s,s,s,s,s,s,s,s,13,10,76.9%,s,s,s,s,s,s,s,s
02M437,Hudson High School of Learning Technologies,Enrolled over the Counter,2017-18,25,s,16,s,s,13,52.0%,12,48.0%,s,s,8,32.0%,13,52.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M437,Hudson High School of Learning Technologies,Receive free or reduced price lunch,2017-18,399,104,104,96,95,127,31.8%,272,68.2%,24,6.0%,112,28.1%,238,59.6%,10,2.5%,15,3.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,92,29,31.5%,34,37.0%,s,s,s,s,s,s,80,43,53.8%,30,37.5%,s,s,s,s,s,s
02M437,Hudson High School of Learning Technologies,Students in temporary housing,2017-18,48,10,12,11,15,15,31.3%,33,68.8%,s,s,18,37.5%,23,47.9%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,9,s,s,s,s,s,s,s,s,s,s,9,s,s,s,s,s,s,s,s,s,s
02M437,Hudson High School of Learning Technologies,Students with Disabilities,2017-18,117,35,32,28,22,26,22.2%,91,77.8%,s,s,21,17.9%,86,73.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,30,15,50.0%,13,43.3%,s,s,s,s,s,s,25,21,84.0%,s,s,s,s,s,s,s,s
02M438,International High School at Union Square,All Students,2017-18,360,82,101,88,89,152,42.2%,208,57.8%,65,18.1%,66,18.3%,196,54.4%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,21,16,76.2%,s,s,s,s,s,s,s,s,38,27,71.1%,10,26.3%,s,s,s,s,s,s
02M438,International High School at Union Square,English Language Learners,2017-18,301,70,93,78,60,121,40.2%,180,59.8%,49,16.3%,58,19.3%,171,56.8%,s,s,s,s,170,56.5%,23,7.6%,8,2.7%,32,10.6%,s,s,36,12.0%,s,s,s,s,s,s,29,9.6%,19,16,84.2%,s,s,s,s,s,s,s,s,36,27,75.0%,8,22.2%,s,s,s,s,s,s
02M438,International High School at Union Square,Enrolled over the Counter,2017-18,63,45,s,s,No Data,22,34.9%,41,65.1%,10,15.9%,15,23.8%,29,46.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s
04M409,Coalition School for Social Change,English Language Learners,2017-18,10,s,s,No Data,No Data,s,s,s,s,s,s,s,s,9,90.0%,s,s,s,s,9,90.0%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M438,International High School at Union Square,Receive free or reduced price lunch,2017-18,286,58,88,70,70,117,40.9%,169,59.1%,58,20.3%,49,17.1%,156,54.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,13,12,92.3%,s,s,s,s,s,s,s,s,29,22,75.9%,6,20.7%,s,s,s,s,s,s
02M438,International High School at Union Square,Students in temporary housing,2017-18,144,39,41,33,31,53,36.8%,91,63.2%,28,19.4%,15,10.4%,90,62.5%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,7,6,85.7%,s,s,s,s,s,s,s,s,17,10,58.8%,6,35.3%,s,s,s,s,s,s
02M438,International High School at Union Square,Students with Disabilities,2017-18,12,s,s,s,s,s,s,s,s,s,s,s,s,7,58.3%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M439,Manhattan Village Academy,All Students,2017-18,456,106,114,110,126,273,59.9%,183,40.1%,41,9.0%,62,13.6%,308,67.5%,6,1.3%,39,8.6%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,93,s,s,27,29.0%,48,51.6%,s,s,s,s,70,18,25.7%,19,27.1%,24,34.3%,9,12.9%,33,47.1%
02M439,Manhattan Village Academy,English Language Learners,2017-18,8,s,s,s,No Data,s,s,s,s,s,s,s,s,6,75.0%,s,s,s,s,6,75.0%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M439,Manhattan Village Academy,Enrolled over the Counter,2017-18,13,s,7,s,No Data,s,s,s,s,s,s,s,s,6,46.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
02M439,Manhattan Village Academy,Receive free or reduced price lunch,2017-18,352,80,88,91,93,213,60.5%,139,39.5%,27,7.7%,39,11.1%,257,73.0%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,71,s,s,22,31.0%,36,50.7%,s,s,s,s,53,s,s,s,s,20,37.7%,s,s,s,s
02M439,Manhattan Village Academy,Students in temporary housing,2017-18,17,s,s,s,s,8,47.1%,9,52.9%,s,s,s,s,12,70.6%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M439,Manhattan Village Academy,Students with Disabilities,2017-18,71,21,15,20,15,30,42.3%,41,57.7%,s,s,s,s,47,66.2%,s,s,10,14.1%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,20,s,s,10,50.0%,7,35.0%,s,s,s,s,18,13,72.2%,s,s,s,s,s,s,s,s
02M449,Vanguard High School,All Students,2017-18,446,124,117,94,111,232,52.0%,214,48.0%,20,4.5%,123,27.6%,263,59.0%,16,3.6%,24,5.4%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,104,17,16.3%,52,50.0%,29,27.9%,6,5.8%,35,33.7%,94,43,45.7%,43,45.7%,s,s,s,s,s,s
02M449,Vanguard High School,English Language Learners,2017-18,16,s,6,s,s,8,50.0%,8,50.0%,s,s,s,s,12,75.0%,s,s,s,s,12,75.0%,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M449,Vanguard High School,Enrolled over the Counter,2017-18,13,s,s,s,s,s,s,s,s,s,s,s,s,6,46.2%,s,s,s,s,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
02M449,Vanguard High School,Receive free or reduced price lunch,2017-18,360,104,97,73,86,183,50.8%,177,49.2%,18,5.0%,97,26.9%,227,63.1%,8,2.2%,10,2.8%,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,88,s,s,45,51.1%,22,25.0%,s,s,s,s,80,40,50.0%,35,43.8%,s,s,s,s,s,s
